,BibNum,Title,Author,ISBN,PublicationYear,Publisher,Subjects,ItemType,ItemCollection,FloatingItem,ItemLocation,ReportDate,ItemCount
6819,2248872,"Naruto. vol. 3, Dreams / story and art by Masashi Kishimoto ; [English adaptation by Jo Duffy].","Kishimoto, Masashi, 1974-",1591161878,"2004, c1999.","Viz,","Ninja Japan Comic books strips etc, Comic books strips etc Japan Translations into English, Graphic novels",acbk,nycomic,,wal,10/01/2017,1
6820,2919300,LeapFrog. Talking words factory [videorecording] / LeapFrog.,,,c2009.,"Lions Gate Films,","Reading Phonetic method Juvenile films, Word recognition Juvenile films, Reading Early childhood Juvenile films, Reading readiness Juvenile films, Alphabet Juvenile films, Childrens films, Educational films, Animated films, Video recordings for the hearing impaired",jcdvd,ncdvd,Floating,lcy,10/01/2017,1
6821,1819145,"Foreign relations of the United States 1955-1957 / editor in chief, John P. Glennon ; editors, Edward C. Keefer, David W. Mabon.",United States. Department of State,,1985-<1992>,"U.S. Govt. Print. Off.,","United States Foreign relations 1953 1961, United States Foreign relations",acbk,canf,,cen,10/01/2017,9
6822,3193228,"Tsubasa omnibus. 7 / Clamp ; [translation, William Flanagan ; lettering, Dana Hayward].",CLAMP (Mangaka group),"1632361302, 9781632361301",[2016],"Kodansha Comics, an imprint of Kodansha USA Publishing, LLC,","Princesses Comic books strips etc, Friendship Comic books strips etc, Graphic novels Japan Translations into English, Comic books strips etc, Action and adventure comics, Adventure fiction, Graphic novels",acbk,cycomic,,cen,10/01/2017,1
6823,3276050,The big eclipse / Nancy Coffelt.,"Coffelt, Nancy","1945170859, 9781945170850",[2016],"Orbit Oregon,",Solar eclipses Juvenile literature,jcbk,ncenf,,hip,10/01/2017,1
6824,1953891,The seals on the bus / by Lenny Hort ; illustrated by G. Brian Karas.,"Hort, Lenny",0805059520,2000.,"Henry Holt,","Childrens songs Texts Juvenile literature, Animal sounds Songs and music, Buses Songs and music Juvenile literature, Songs",jcbk,ncpic,,uni,10/01/2017,1
6825,2445952,Rockabye baby! : lullaby renditions of Christmas rock classics [sound recording].,,,p2007.,"Baby Rock Records,","Christmas music Juvenile sound recordings, Instrumental music Arranged Juvenile sound recordings, Lullabies Juvenile sound recordings, Christmas music, Lullabies",jccd,cccd,,cen,10/01/2017,1
6826,3087208,"Brick vehicles : amazing air, land, and sea machines to build from Lego® / Warren Elsmore.","Elsmore, Warren","143800530X, 9781438005300","2015, c2014.","Barron's Educational Series, Incorporated,","LEGO toys Juvenile literature, Models and modelmaking, Vehicles Models, LEGO toys",acbk,nanf,,hip,10/01/2017,1
6827,3218869,Joanne / Lady Gaga.,Lady Gaga,,[2016],"Streamline/Interscope,","Popular music 2011 2020, Popular music",accd,nacd,Floating,nhy,10/01/2017,1
6828,3093459,"Hunger in America [videorecording] / Skydive Films in association with Indiewood Pictures, Casting Life Films & Silver Phoenix Entertainment ; written & directed by Zac Adams ; produced by Zac Adams, Tim Vandesteeg ; executive producer, Joel Hahn.",,,2014.,"Distributed by Green Planet Films,","Food relief United States, Hunger United States, Malnutrition United States, Poverty United States, Documentary films, Nonfiction films, Video recordings for the hearing impaired",acdvd,nadvdnf,Floating,dlr,10/01/2017,1
6829,3126564,Things I forgot [sound recording] / Son Little.,Son Little (Musician),,p2014.,"Anti-,",Popular music 2011 2020,accd,nacd,Floating,bro,10/01/2017,1
6830,44081,"Jan Sluijters, by J. N. van Wessem [Translated from the Dutch by Roy Edwards]","Wessem, J. N. van",,1966.,"J. M. Meulenhoff,",Sluijters Jan 1881 1957,arbk,cs8r,,cen,10/01/2017,1
6831,2725874,"Carancho [videorecording] / Strand Releasing ; Cine Argentino ; Matanza Cine ; Finecut ; Patagonik ; Ad Vitam ; L90 Producciones ; con el apoyo de INCAA-Programa IberMedia ; dirección, Pablo Trapero ; guión, Alejandro Fadel, Martin Mauregui, Santiago Mitre, Pablo Trapero ; productor, Pablo Trapero.",,,c2011.,"Matanza Cine SRL ; Distributed by Strand Releasing,","Personal injury lawyers Drama, Women physicians Drama, Legal ethics Drama, Ambulance chasing Drama, Man woman relationships Drama, Insurance Moral and ethical aspects Drama, Buenos Aires Argentina Drama, Film noir, Thrillers Motion pictures, Medical films Motion pictures, Feature films, Fiction films, Motion pictures Spanish, Video recordings for the hearing impaired",acdvd,nalndvd,Floating,net,10/01/2017,1
6832,3135979,Point break [videorecording] / Largo Entertainment ; a Levy/Abrams/Guerin production ; produced by Peter Abrams and Robert L. Levy ; screenplay by W. Peter Iliff ; story by Rick King & W. Peter Iliff ; directed by Kathryn Bigelow.,,,[2015],"Warner Home Video,","Surfers California Drama, Criminals California Los Angeles Drama, Bank robberies Drama, Thieves Drama, Undercover operations Drama, United States Federal Bureau of Investigation Drama, Action and adventure films, Feature films, Fiction films, Video recordings for the hearing impaired",acdvd,nadvd,Floating,dth,10/01/2017,2
6833,3253943,Murder on the Red River / by Marcie R. Rendon.,"Rendon, Marcie R.","1941026524, 9781941026526",2017.,"Cinco Puntos Press,","Women detectives Fiction, Indian women Fiction, Sheriffs Fiction, Indian men Death Fiction, Murder Investigation Fiction, Ojibwa Indians Fiction, Red Lake Indian Reservation Minn Fiction, Red River Valley Minn and N D Man Fiction, Detective and mystery fiction",acbk,namys,Floating,rbe,10/01/2017,1
6834,3049312,Run the Jewels 2 [sound recording].,Run the Jewels (Musical group),,[2014],"Mass Appeal,","Rap Music, Popular music 2011 2020",accd,nacd,Floating,fre,10/01/2017,1
6835,353059,Biennial report.,California. Board of State Harbor Commissioners for San Francisco Harbor,,,,Harbors California San Francisco,arbk,cs7r,,cen,10/01/2017,3
6836,3046567,The great hunt / Robert Jordan.,"Jordan, Robert, 1948-2007","0606120750, 0812517725, 9780312851408, 9780606120753, 9780812517729","1991, c1990.","T. Doherty Associates,","Rand alThor Fictitious character Fiction, Fantasy fiction, Science fiction",acbk,nasf,,rbe,10/01/2017,1
6837,436686,,,,,,,acmus,camus,,cen,10/01/2017,1
6838,2973333,Poems / Akhmatova ; translated by D.M. Thomas.,"Akhmatova, Anna Andreevna, 1889-1966","0307264246, 1841597708, 9780307264244, 9781841597706",c2006.,"Knopf : Distributed by Random House,",Akhmatova Anna Andreevna 1889 1966 Translations into English,acbk,canf,,cen,10/01/2017,2
6839,3219765,The survivor's guide to family happiness : a novel / Maddie Dawson.,"Dawson, Maddie","1503939103, 9781503939103",[2016],"Lake Union Publishing,","Divorced women Fiction, Birthmothers Fiction, Sisters Fiction, Families Fiction, Domestic fiction",acbk,nafic,,cap,10/01/2017,1
6840,2085945,Minnie and Moo meet Frankenswine / by Denys Cazet.,"Cazet, Denys","0066237483, 0066237491, 1404613080",2001.,"HarperCollins Publishers,","Cows Juvenile fiction, Domestic animals Juvenile fiction, Monsters Juvenile fiction, Thunderstorms Juvenile fiction, Humorous stories",jcbk,ccrdr,,cen,10/01/2017,2
6841,2310452,There was no snow on Christmas Eve / by Pam Munoz Ryan ; illustrations by Dennis Nolan.,"Ryan, Pam Muñoz",0786854928,2005.,"Hyperion Books for Children,","Jesus Christ Nativity Juvenile fiction, Christmas Fiction, Weather Juvenile fiction, Stories in rhyme Juvenile fiction",jcbk,nchol,,bal,10/01/2017,1
6842,309454,Synge and Anglo-Irish drama.,"Price, Alan Frederick",,[1961],Methuen,"Synge J M John Millington 1871 1909, English drama Irish authors History and criticism",acbk,canf,,cen,10/01/2017,1
6843,3183115,The devil is a part-timer! 4 / Satoshi Wagahara ; illustration by 029 (Oniku) ; translation by Kevin Gifford.,"Wagahara, Satoshi","0316385034, 9780316385039",2016.,"Yen On,","Demonology Juvenile fiction, Fast food restaurants Employees Juvenile fiction, Fast food restaurants Japan Tokyo Juvenile fiction, Good and evil Juvenile fiction, Demonology Fiction, Fast food restaurants Employees Fiction, Fast food restaurants Japan Tokyo Fiction, Good and evil Fiction",acbk,cyfic,,cen,10/01/2017,1
6844,3049309,"Ornette, made in America [videorecording] / a Milestone Film release ; music composed by Ornette Coleman ; produced by Kathelin Hoffman ; directed and edited by Shirley Clarke.",,,[2014],"Milestone Film & Video,","Coleman Ornette, Jazz musicians United States Biography, African American musicians United States Biography, Documentary films, Biographical films, Video recordings for the hearing impaired",acdvd,cadvdnf,,cen,10/01/2017,2
6845,3086028,The puzzle of the paper daughter : a Julie mystery / by Kathryn Reiss.,"Reiss, Kathryn","1609589114, 9781609589110, 9781609589547",[2015],"American Girl,","Mystery and detective stories, Chinese Americans Fiction, Emigration and immigration Fiction, Friendship Fiction, San Francisco Calif History 20th century Fiction, Chinese Americans Juvenile fiction, Emigration and immigration Juvenile fiction, Friendship Juvenile fiction, San Francisco Calif History 20th century Juvenile fiction",jcbk,ncfic,,col,10/01/2017,1
6846,2811726,Goldilocks and just one bear / Leigh Hodgkinson.,"Hodgkinson, Leigh","0763661724, 9780763661724",c2012.,"Nosy Crow,","Humorous stories, Bears Juvenile fiction, Characters in literature Fiction",jcbk,ncpic,,uni,10/01/2017,1
6847,3197189,La isla del padre / Fernando Marías.,"Marías, Fernando, 1958-","8432224650, 9788432224652",2015.,"Seix Barral,",Fathers and sons Fiction,acbk,caln,,cen,10/01/2017,1
6848,3191090,The memory of things / Gae Polisner.,"Polisner, Gae","1250095522, 9781250095527",2016.,"St. Martin's Griffin,","September 11 Terrorist Attacks 2001 Juvenile fiction, Friendship Juvenile fiction, New York N Y Juvenile fiction, September 11 Terrorist Attacks 2001 Fiction, Memory Fiction, Friendship Fiction, New York N Y Fiction, Young adult fiction",acbk,nyfic,,nga,10/01/2017,1
6849,2583379,Hercules / retold by Geraldine McCaughrean.,"McCaughrean, Geraldine","0812627377, 9780812627374",2005.,"Cricket Books,","Hercules Roman mythology Juvenile literature, Hercules Greek mythology",jcbk,ncfft,,mag,10/01/2017,1
6850,394894,Roger Corman / Gary Morris.,"Morris, Gary, 1951-",0805793046,1985.,"Twayne Publishers,",Corman Roger 1926 Criticism and interpretation,acbk,canf,,cen,10/01/2017,1
6851,2881269,"X-Men. Fall of the Mutants. [Vol. 2] / writers, Louise Simonson ... [and others] ; pencilers, Walter Simonson ... [et al.] ; inkers, Bob Wiacek ... [et al.] ; colorists, Petra Scotese ... [et al.] ; letterers, Joe Rosen ... [et al.].",,"0785166858, 9780785166856",c2013.,"Marvel,","X Men Fictitious characters Comic books strips etc, Science fiction comic books strips etc, Graphic novels",acbk,nycomic,,col,10/01/2017,1
6852,1388226,Khéo tay làm bánh mứt/ Nguyẽn thị Hường.,"Nguyẽn, Thị Hường (Writer on cooking)",,1991.,"Đại Nam,","Cooking Vietnamese, Pastry Vietnam, Cooking French, Pastry France",acbk,caln,,cen,10/01/2017,1
6853,3049899,Frozen : the essential guide / written by Barbara Bazaldua.,"Bazaldua, Barbara","1465414045, 9781465414045",2013.,"DK Publishing,",Frozen Motion picture 2013 Buck and Lee Juvenile literature,jcbk,ncnf,,hip,10/01/2017,1
6854,2914885,Caught by the sea [sound recording] : [my life on boats] / Gary Paulsen.,"Paulsen, Gary","1455808156, 9781455808151",p2012.,"Brilliance Audio,","Paulsen Gary Travel Juvenile literature, Authors American 20th century Biography Juvenile literature, Boats and boating Juvenile literature, Ocean travel Juvenile literature, Paulsen Gary, Authors American, Sailing, Boats and boating",accd,nybocd,Floating,net,10/01/2017,1
6855,3171602,1 big salad / by Juana Medina.,"Medina, Juana, 1980-","1101999748, 9781101999745",[2016],"Viking,","Counting Juvenile literature, Food Juvenile fiction, Animals Juvenile fiction, Counting Fiction, Food Fiction, Animals Fiction",jcbk,ncnf,,bal,10/01/2017,1
6856,3223127,The world according to Bertie / Alexander McCall Smith ; illustrated by Iain McIntosh.,"McCall Smith, Alexander, 1948-","0307387062, 9780307387066","2008, c2007.","Anchor Books,","Apartment houses Fiction, Edinburgh Scotland Social life and customs Fiction, Humorous fiction",acbk,nafic,,bal,10/01/2017,1
6857,2986398,Wild rosemary & lemon cake : a collection of Italian recipes / Katie & Giancarlo Caldesi.,"Caldesi, Katie","1742706320, 9781742706320",2013.,"Hardie Grant Books,","Cooking Italian, Cookbooks",acbk,nanf,,wts,10/01/2017,1
6858,3243240,The dragon dance / Lou Kuenzler ; illustrated by Kimberley Scott.,"Kuenzler, Lou","0553537814, 0553537822, 9780553537819, 9780553537826",[2016],"Random House,","Princesses Juvenile fiction, Dragons Juvenile fiction, Unicorns Juvenile fiction, Friendship Juvenile fiction, Boarding schools Juvenile fiction, Schools Juvenile fiction, Princesses Fiction, Dragons Fiction, Unicorns Fiction, Friendship Fiction, Boarding schools Fiction, Schools Fiction",jcbk,ncnew,,net,10/01/2017,1
6859,3110691,The murder of Marilyn Monroe : case closed / Jay Margolis and Richard Buskin.,"Margolis, Jay.","1628737573, 9781628737578",©2014.,"Skyhorse Pub.,","Monroe Marilyn 1926 1962 Death and burial, Motion picture actors and actresses United States Biography",acbk,nanf,,spa,10/01/2017,1
6860,2545893,"Sea horses = Caballitos de mar / by Valerie J. Weber ; reading consultant/consultora de lectura, Susan Nations.","Weber, Valerie","0836892496, 0836893484, 9780836892499, 9780836893489",2009.,"Weekly Reader Pub.,","Sea horses Juvenile literature, Spanish language materials Bilingual",jcbk,ncln,,swt,10/01/2017,1
6861,2155039,"Here today, tomorrow next week! [sound recording] / the Sugarcubes.",Sugarcubes (Musical group),,p1989.,"Elektra,",Rock music 1981 1990,accd,cacd,,cen,10/01/2017,1
6862,3148846,The chronicle history of King Henry the Fift with his battell fought at Agincourt in France / a Janus Films release ; Rank Film Distributors ; [written] by William Shakespeare ; produced and directed by Laurence Olivier.,,"0780021320, 9780780021327",1999.,"Criterion Collection,","Henry V King of England 1387 1422 Drama, Agincourt Battle of Agincourt France 1415 Drama, Great Britain History Henry V 1413 1422 Drama, Historical films, Fiction films, Feature films, Video recordings for the hearing impaired",acdvd,nadvdnf,Floating,rbe,10/01/2017,1
6863,3125067,The hundred year flood : a novel / Matthew Salesses.,"Salesses, Matthew","1477828370, 1477829547, 9781477828373, 9781477829547",[2015],"Little a,","Identity Psychology Fiction, Floods Fiction, Prague Czech Republic Fiction",acbk,nafic,,mag,10/01/2017,1
6864,3062195,The train to Crystal City : FDR's secret prisoner exchange program and America's only family internment camp during World War II / Jan Jarboe Russell.,"Russell, Jan Jarboe, 1951-","1451693664, 1451693672, 9781451693669, 9781451693676",2015.,"Scribner,","Crystal City Internment Camp Crystal City Tex Biography, World War 1939 1945 Concentration camps Texas Crystal City, World War 1939 1945 Evacuation of civilians United States, World War 1939 1945 Forced repatriation, World War 1939 1945 Children United States Biography, Iserloh Ingrid 1930, Utsusjogawa Sumi 1929, Japanese Americans History 20th century, German Americans United States History 20th century, Crystal City Tex History 20th century",acbk,nanf,,rbe,10/01/2017,1
6865,2838432,Nevermore [text (large print)] : the final Maximum Ride adventure / James Patterson.,"Patterson, James, 1947-","0316208116, 9780316208116",2012.,"Little, Brown and Co.,","Friendship Fiction, Magic Fiction, Genetic engineering Fiction, Adventure stories, Science fiction Juvenile fiction",acbk,nylp,Floating,uni,10/01/2017,1
6866,3002470,Sleepaway camp [videorecording] / an American Eagle Films Corp. production ; written and directed by Robert Hiltzik ; produced by Michele Tatosian and Jerry Silva.,,,"[2014], c1983.","Shout! Factory,","Camps Drama, Teenagers Drama, Teenagers Conduct of life Drama, Feature films, Slasher films, Horror films, Fiction films",acdvd,nadvd,Floating,gwd,10/01/2017,1
