,UsageClass,CheckoutType,MaterialType,CheckoutYear,CheckoutMonth,Checkouts,Title,Creator,Subjects,Publisher,PublicationYear
8595,Physical,Horizon,BOOK,2005,9,2,Poison blonde an Amos Walker novel,,"Mystery fiction, Detroit Mich Fiction, Walker Amos Fictitious character Fiction, Women singers Fiction, Illegal aliens Fiction, Private investigators Michigan Detroit Fiction",,
8596,Physical,Horizon,BOOK,2005,9,1,Build your own home darkroom,,Photography Studios and dark rooms Amateurs manuals,,
8597,Physical,Horizon,BOOK,2005,9,1,<Unknown Title>,,"Vietnamese Conflict 1961 1975, Hanoi Vietnam Description and travel",,
8598,Physical,Horizon,BOOK,2005,9,1,Dogs best friend journey to the roots of an ancient partnership,,"Dogs, Human animal relationships, Dogs Pictorial works",,
8599,Physical,Horizon,BOOK,2005,9,1,making of Bigfoot the inside story,,"Patterson Roger 1933 1972, Sasquatch California Humboldt County",,
8600,Physical,Horizon,BOOK,2005,9,5,The lucky ones : a novel / Rachel Cusk.,"Cusk, Rachel, 1967-","Families Fiction, Families Psychological aspects Fiction, Psychological fiction, Domestic fiction","Fourth Estate,",2004.
8601,Physical,Horizon,BOOK,2005,9,1,Folks call me Appleseed John / Andrew Glass.,"Glass, Andrew, 1949-","Appleseed Johnny 1774 1845 Juvenile fiction, Frontier and pioneer life Juvenile fiction","Doubleday Book for Young Readers,",c1995.
8602,Physical,Horizon,SOUNDDISC,2005,9,5,"Ultimate collection [sound recording] / Grover Washington, Jr.","Washington, Grover.","Popular instrumental music 1971 1980, Popular instrumental music 1981 1990, Saxophone music Jazz, Jazz 1971 1980, Jazz 1981 1990","Hip-O,",p1999.
8603,Physical,Horizon,BOOK,2005,9,2,Losing Nelson : a novel / Barry Unsworth.,"Unsworth, Barry, 1930-2012.","Nelson Horatio Nelson Viscount 1758 1805 Influence Fiction, Napoleonic Wars 1800 1815 Historiography Fiction, Great Britain History Naval 19th century Historiography Fiction","N.A. Talese,",c1999.
8604,Physical,Horizon,BOOK,2005,9,36,Frog and Toad are friends / by Arnold Lobel.,"Lobel, Arnold","Friendship Juvenile fiction, Frogs Juvenile fiction, Toads Juvenile fiction","Harper & Row, Publishers,",1970.
8605,Physical,Horizon,BOOK,2005,9,2,Tooth tales from around the world / Marlene Targ Brill ; illustrated by Katya Krenina.,"Brill, Marlene Targ","Tooth loss Folklore Juvenile literature, Teeth Folklore Juvenile literature, Tooth Fairy","Charlesbridge Pub.,",c1998.
8606,Physical,Horizon,BOOK,2005,9,12,Three monkeys,,"Mystery fiction, Hoare Dido Fictitious character Fiction, Antiquarian booksellers Fiction",,
8607,Physical,Horizon,VIDEOCASS,2005,9,6,fundamentals of soccer,,"Childrens films, Soccer for children Juvenile films, Soccer Training Juvenile films",,
8608,Physical,Horizon,BOOK,2005,9,1,"Diana, công nương xứ Wales / Andrew Morton ; biên dịch Văn Hòa và Kim Thùy.","Morton, Andrew, 1953-","Diana Princess of Wales 1961 1997, Princesses Great Britain Biography","Văn Lang,",[1999?]
8609,Physical,Horizon,SOUNDDISC,2005,9,3,The very best of John Lee Hooker [sound recording].,"Hooker, John Lee",Blues Music,"Rhino,",p1995.
8610,Physical,Horizon,BOOK,2005,9,1,"Fragments : cool memories III, 1990-1995 / Jean Baudrillard ; translated by Emily Agar.","Baudrillard, Jean, 1929-2007",,"Verso,",1997.
8611,Physical,Horizon,BOOK,2005,9,2,Whispers,,"Romantic suspense fiction, Large type books, Mystery fiction, Journalists Fiction, Serial murders Fiction, Oregon Fiction, Witnesses Fiction",,
8612,Physical,Horizon,SOUNDDISC,2005,9,1,R U L E,,"Rap Music, Popular music 2001 2010",,
8613,Physical,Horizon,BOOK,2005,9,1,Spanish Mexican cooking,,"Cookery Spanish, Restaurants, Cookery Mexican",,
8614,Physical,Horizon,VIDEOCASS,2005,9,5,Frida Kahlo,,"Kahlo Frida, Women artists Mexico Biography",,
8615,Physical,Horizon,BOOK,2005,9,1,"Good owners, great dogs / Brian Kilcommons with Sarah Wilson.","Kilcommons, Brian",Dogs Training,"Warner Books,",c1992.
8616,Physical,Horizon,BOOK,2005,9,6,Inside job / by Connie Willis.,"Willis, Connie","Mencken H L Henry Louis 1880 1956 Spirit Fiction, Channeling Spiritualism Fiction, Spiritualists Fiction, Journalists Fiction, Occult fiction","Subterranean Press,",2005.
8617,Physical,Horizon,BOOK,2005,9,3,Angel Strange bedfellows,,"Comic books strips etc, Graphic novels, Vampires Comic books strips etc, Angel Fictitious character Whedon Comic books strips etc",,
8618,Physical,Horizon,BOOK,2005,9,3,Bears! / by the editors of TIME for kids with Nicole Iorio.,,Bears Juvenile literature,"HarperCollins Publishers,",c2005.
8619,Physical,Horizon,BOOK,2005,9,1,Happiness is free and its easier than you think Book 1,,"Self actualization Psychology, Happiness Handbooks manuals etc",,
8620,Physical,Horizon,BOOK,2005,9,6,Queen of the darkness / Anne Bishop.,"Bishop, Anne",Fantasy fiction,"ROC : New American Library,",c2000.
8621,Physical,Horizon,BOOK,2005,9,1,Exiles : 3 novellas / edited by Ben Bova.,,Science fiction American,"St. Martin's Press,","1978, c1977."
8622,Physical,Horizon,BOOK,2005,9,1,Waiting for the dark waiting for the light,,"Black humor Literature, Czechoslovakia History 1945 1992 Fiction, Czech Republic Fiction",,
8623,Physical,Horizon,BOOK,2005,9,1,You are in ancient Greece / Ivan Minnis.,"Minnis, Ivan",Greece Civilization To 146 B C Juvenile literature,"Raintree,",c2005.
8624,Physical,Horizon,BOOK,2005,9,4,Little Tim and the brave sea captain / by Edward Ardizzone.,"Ardizzone, Edward, 1900-1979","Sea stories Juvenile fiction, Tim Fictitious character Ardizzone Juvenile fiction","Lothrop, Lee & Shepard Books,",2000.
8625,Physical,Horizon,VIDEOCASS,2005,9,1,Jerry Bakers gardening wisdom,,Gardening,,
8626,Physical,Horizon,VIDEOCASS,2005,9,4,Follow the boys,,"Video recordings for the hearing impaired, Feature films, Musical films, World War 1939 1945 Drama",,
8627,Physical,Horizon,BOOK,2005,9,3,Loveykins / Quentin Blake.,"Blake, Quentin","Wildlife rescue Juvenile fiction, Wild birds as pets Juvenile fiction, Birds as pets Fiction","Peachtree Pub.,",2002.
8628,Physical,Horizon,BOOK,2005,9,2,I get wet / by Vicki Cobb ; illustrated by Julia Gorton.,"Cobb, Vicki","Water Experiments Juvenile literature, Experiments","HarperCollins,",c2002.
8629,Physical,Horizon,BOOK,2005,9,1,Little Critter sleeps over,,Sleepovers Fiction,,
8630,Physical,Horizon,VIDEOCASS,2005,9,2,Steves greatest crocodile captures,,Crocodiles Australia,,
8631,Physical,Horizon,SOUNDDISC,2005,9,5,twelfth card,,"Mystery fiction, Police New York State New York Fiction, Rhyme Lincoln Fictitious character Fiction, Quadriplegics Fiction, Harlem New York N Y Fiction, Murder for hire Fiction, African American teenage girls Fiction",,
8632,Physical,Horizon,SOUNDDISC,2005,9,3,Organ concertos Music for the royal fireworks,,"Suites Orchestra, Concertos Violin, Marches Orchestra, Concertos Organ",,
8633,Physical,Horizon,BOOK,2005,9,2,Shazam power of hope,,Superhero comic books strips etc,,
8634,Physical,Horizon,BOOK,2005,9,1,Celestial goddesses : an illustrated meditation guide / Lisa Hunt.,"Hunt, Lisa, 1967-",Goddesses Meditations,"Llewellyn Publications,",2001.
8635,Physical,Horizon,BOOK,2005,9,8,Mates dates and great escapes,,"Love stories, Teenage girls Juvenile fiction, Young adult fiction, Italy Juvenile fiction",,
8636,Physical,Horizon,VIDEOCASS,2005,9,1,Best of Victor Borge act one and act two,,"Comedy, Music Humor",,
8637,Physical,Horizon,BOOK,2005,9,3,The mocking program / Alan Dean Foster.,"Foster, Alan Dean, 1946-","Police California Los Angeles Fiction, Twenty first century Fiction, Intuition Fiction, Los Angeles Calif Fiction, Science fiction, Mystery fiction","Warner Books,",c2002.
8638,Physical,Horizon,BOOK,2005,9,3,"The tree of life : a book depicting the life of Charles Darwin, naturalist, geologist & thinker / by Peter Sís.","Sís, Peter, 1949-","Darwin Charles 1809 1882 Juvenile literature, Naturalists Juvenile literature","Farrar Straus Giroux,",2003.
8639,Physical,Horizon,CR,2005,9,6,A Guide book of United States coins.,,"Coins American Catalogs, Coins American, Coins Collectors and collecting",Western Pub. Co. [etc.],
8640,Physical,Horizon,BOOK,2005,9,1,Jing yu shui / Hong Ying bian.,,"Chinese fiction Women authors, Chinese fiction 20th century","Jiu ge chu ban she,",1999.
8641,Physical,Horizon,BOOK,2005,9,1,Americas fascination with astrology is it healthy,,"Demonology, Occultism Religious aspects Christianity, Conversion Case studies, Strohmer Charles, Astrology American Controversial literature",,
8642,Physical,Horizon,BOOK,2005,9,1,Libro de estilo / El País.,,"Journalism Style manuals, Spanish language Style","Ediciones El País,",1998.
8643,Physical,Horizon,BOOK,2005,9,2,The perilous journey of the Donner Party / by Marian Calabro.,"Calabro, Marian","Donner Party Juvenile literature, Pioneer children West U S History 19th century Juvenile literature, Overland journeys to the Pacific Juvenile literature, Survival Juvenile literature, Wilderness survival Juvenile literature","Clarion Books,",c1999.
8644,Physical,Horizon,SOUNDCASS,2005,9,1,Put a lid on it,,"Suspense fiction, Political fiction, Presidents Election Fiction, Political campaigns Fiction, Burglary Fiction",,
8645,Physical,Horizon,VIDEOCASS,2005,9,2,Paris by night 44 Tien,,"Popular music, Variety shows Television programs, Songs Vietnamese, Music halls Variety theaters cabarets etc",,
8646,Physical,Horizon,BOOK,2005,9,1,Hippos in the night autobiographical adventures in Africa,,"Africa Description and travel Juvenile literature, Endangered species Africa Juvenile literature, Allen Christina M Travel Africa Juvenile literature",,
8647,Physical,Horizon,SOUNDCASS,2005,9,3,Mega memory,,"Memory, Mnemonics",,
8648,Physical,Horizon,BOOK,2005,9,2,Ill be seeing you,,"Mystery fiction, Missing persons Fiction, Women television personalities Fiction, Fertilization in vitro Fiction",,
8649,Physical,Horizon,BOOK,2005,9,3,Crescendo a thematic approach to intermediate Italian language and culture,,"Italian language Textbooks for foreign speakers English, Italian language Grammar",,
8650,Physical,Horizon,BOOK,2005,9,2,Screenwriting 101 the essential craft of feature film writing,,Motion picture authorship,,
8651,Physical,Horizon,BOOK,2005,9,4,Love on the dotted line,,"Humorous fiction, Love stories",,
8652,Physical,Horizon,BOOK,2005,9,1,complete guide to everyday Kanji,,"Chinese characters Japan, Japanese language Glossaries vocabularies etc",,
8653,Physical,Horizon,BOOK,2005,9,1,White lies,,"Love stories, Identity Philosophical concept Fiction",,
8654,Physical,Horizon,BOOK,2005,9,2,Changing habits,,"Love stories, Women Minnesota Fiction, Minneapolis Minn Fiction, Female friendship Fiction, Catholic women Fiction, Nuns Minnesota Minneapolis Fiction, Ex nuns Minnesota Minneapolis Fiction, Psychological fiction",,
8655,Physical,Horizon,BOOK,2005,9,2,Emotional yoga how the body can heal the mind,,"Mind and body, Hatha yoga",,
8656,Physical,Horizon,VIDEOCASS,2005,9,5,Berenstain bears fun lessons to learn,,"Animated films, Video recordings for the hearing impaired, Childrens films, Bears Fiction",,
8657,Physical,Horizon,BOOK,2005,9,1,literary mind its place in an age of science,,"Literature and science, Free verse, Humanism 20th century, Poetry History and criticism, Literature Psychology, Literature Modern 20th century History and criticism",,
8658,Physical,Horizon,VIDEOCASS,2005,9,10,I can go potty a toilet training video for kids,,Toilet training Juvenile films,,
8659,Physical,Horizon,BOOK,2005,9,1,Teach yourself to dream a practical guide to unleashing the power of the subconscious mind,,"Dream interpretation, Dreams, Self actualization Psychology Miscellanea",,
8660,Physical,Horizon,VIDEOCASS,2005,9,1,Todd McFarlane the devil you know inside the mind of Todd McFarlane,,"Comic books strips etc, Comic strip characters, McFarlane Todd, Artists Biography",,
8661,Physical,Horizon,BOOK,2005,9,11,Squire,,"Knights and knighthood Fiction, Fantasy, Sex role Fiction",,
8662,Physical,Horizon,SOUNDDISC,2005,9,1,Paint the world,,Jazz 1991 2000,,
8663,Physical,Horizon,SOUNDDISC,2005,9,3,Gospel [sound recording].,,Gospel music,"World Music Network,",p2002.
8664,Physical,Horizon,BOOK,2005,9,1,Bull god,,"Fantasy fiction, Minotaur Greek mythology Fiction, Mythology Greek Fiction",,
8665,Physical,Horizon,SOUNDDISC,2005,9,3,Rush hour,,"Jazz 1991 2000, Saxophone music Jazz",,
8666,Physical,Horizon,BOOK,2005,9,1,Death on her doorstep,,"Large type books, Mystery fiction",,
8667,Physical,Horizon,BOOK,2005,9,4,Assassin's apprentice / Robin Hobb.,"Hobb, Robin",Fantasy fiction,"Bantam Books,",1996.
8668,Physical,Horizon,VIDEOCASS,2005,9,7,Fish called Wanda,,"Video recordings for the hearing impaired, Feature films, Comedy films",,
8669,Physical,Horizon,BOOK,2005,9,5,Crave Seattle : an urban girl's manifesto / Melody Biringer & Audrey Beaulac.,"Biringer, Melody","Shopping Washington State Seattle Directories, Restaurants Washington State Seattle Directories, Beauty shops Washington State Seattle Directories, Businesswomen Washington State Seattle, Seattle Wash Guidebooks","Crave Party,",2004.
8670,Physical,Horizon,BOOK,2005,9,1,For more than glory,,"War stories, Science fiction, Space warfare Fiction",,
8671,Physical,Horizon,VIDEOCASS,2005,9,2,Stephen Hawkings universe,,"Hawking S W Stephen W, Cosmology, Video recordings for the hearing impaired, Astronomy History, Physicists Great Britain",,
8672,Physical,Horizon,BOOK,2005,9,1,Their magician and other stories,,Short stories,,
8673,Physical,Horizon,BOOK,2005,9,3,Get a financial life personal finance in your twenties and thirties,,"Finance Personal, Young adults Finance Personal",,
8674,Physical,Horizon,BOOK,2005,9,2,Sharkabet a sea of sharks from A to Z,,"English language Alphabet, Sharks Miscellanea, Sharks Pictorial works, Chondrichthyes Miscellanea",,
8675,Physical,Horizon,VIDEOCASS,2005,9,4,Rodgers and Hammersteins Carousel,,"Video recordings for the hearing impaired, Feature films, Musical films",,
8676,Physical,Horizon,BOOK,2005,9,5,Absolutely positively not,,"Schools Fiction, Humorous stories, High schools Fiction, Homosexuality Fiction, Coming out Sexual orientation Fiction, Conformity Fiction",,
8677,Physical,Horizon,VIDEOCASS,2005,9,10,Bedazzled,,"Video recordings for the hearing impaired, Feature films, Comedy films",,
8678,Physical,Horizon,SOUNDDISC,2005,9,3,Drunk enough to dance,,Rock music 2001 2010,,
8679,Physical,Horizon,BOOK,2005,9,1,How to select and use Nikon SLR cameras / by Carl Shipman.,"Shipman, Carl","Nikon camera, Photography Handbooks manuals etc","HP Books,",c1986.
8680,Physical,Horizon,VIDEOCASS,2005,9,2,Classic foreign shorts,,Short films,,
8681,Physical,Horizon,BOOK,2005,9,1,Greyshirt indigo sunset,,Crime Comic books strips etc,,
8682,Physical,Horizon,BOOK,2005,9,2,Crispin and the 3 little piglets / Ted Dewan.,"Dewan, Ted","Babies Fiction, Brothers and sisters Fiction, Pigs Fiction","Doubleday Book for Young Readers,",2003.
8683,Physical,Horizon,CR,2005,9,2,Historical atlas / by William R. Shepherd.,,Historical geography Maps,"Henry Holt and Co.,",[1911-c1964].
8684,Physical,Horizon,BOOK,2005,9,4,Photoshop book for digital photographers,,"Adobe Photoshop, Photography Digital techniques",,
8685,Physical,Horizon,SOUNDDISC,2005,9,7,At last,,Popular music 2001 2010,,
8686,Physical,Horizon,SOUNDCASS,2005,9,1,Bleak House Part 1,,"Didactic fiction, London England Social life and customs 19th century Fiction, England Social conditions 19th century Fiction, Social problems England Fiction",,
8687,Physical,Horizon,SOUNDDISC,2005,9,2,Disneys Princess favorites,,"Motion picture music Excerpts Juvenile sound recordings, Musicals Excerpts Juvenile sound recordings",,
8688,Physical,Horizon,SOUNDDISC,2005,9,1,Breaking point,,"Jazz 1961 1970, Trumpet with jazz ensemble",,
8689,Physical,Horizon,BOOK,2005,9,1,gods are thirsty,,"Historical fiction, Biographical fiction, France History Revolution 1789 1799 Fiction, Journalists France Fiction, Desmoulins Camille 1760 1794 Fiction, Revolutionaries France Fiction",,
